month,day,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
6,17,,85857.829,118342.993,79781.423,74881.149,94460.681,89412.493,98770.101,70630.036,78011.022,87625.75,81551.3,84663.207,83144.806,80222.164,86985.525,153525.84,86536.834,72405.291,73031.502,91371.571,102549.849,82830.119,131548.934,55327.159,65225.341,75618.74,88905.576,74509.42,73294.15,56733.482,82292.495,83527.989,74222.37,84596.423,101689.881,49744.968,81356.609,80006.396,75431.674,64413.268,77930.16,67589.238,78689.488,80151.89,72007.628,
6,18,,86566.707,111897.832,82349.523,73192.197,90121.386,86638.013,97029.729,66843.833,79398.115,89322.231,81520.163,80798.817,78426.471,77030.152,81388.031,148876.862,86096.298,69785.628,73977.461,88766.597,100467.596,87116.563,124793.655,57534.825,62838.644,72493.252,92402.335,72059.814,65647.049,59558.938,76151.226,78757.371,76735.101,75387.972,102270.981,51288.289,82655.705,80512.587,78013.541,67558.751,77559.416,66515.306,82122.186,78271.117,73933.116,
6,19,,89790.406,123147.538,92872.828,75911.297,91099.583,88263.18,95180.947,63524.318,83249.46,91473.7,81657.451,79241.717,79575.607,74653.622,73407.016,146220.412,89715.103,67848.766,76164.898,86139.462,98781.345,88728.763,119984.209,59771.58,63491.883,70731.63,91815.415,71922.621,64221.416,63456.681,72352.868,75282.12,75069.849,71165.688,102203.867,50657.554,88127.878,80057.082,82058.888,71015.454,71652.136,71298.665,86716.867,75786.669,73138.783,
6,20,,88994.292,128224.962,84688.038,75152.303,85623.583,81929.292,94961.495,58255.512,90277.056,91850.079,82427.081,71655.355,81246.374,77198.851,71440.24,141724.489,95748.612,64783.98,75522.78,83587.186,94559.084,88906.805,114059.819,64227.882,67283.616,69520.457,91885.532,71385.039,60650.042,68385.559,69067.99,68491.284,69764.294,73143.192,101710.627,50694.66,91028.729,79228.454,83639.847,66896.734,62805.965,77304.607,88766.487,74791.52,67956.984,
6,21,,91486.7,127308.282,77902.09,78012.909,78057.19,75175.284,88774.465,53494.665,85374.368,87622.076,81134.815,66763.653,81516.993,79474.576,71852.127,135802.074,96762.535,67858.299,74516.312,82046.047,92950.623,82967.697,111308.376,65227.59,64530.78,65901.794,88594.133,69331.106,59160.415,72274.637,67639.449,64052.33,66139.217,74060.837,99028.115,51837.929,92867.094,75697.282,80157.4,63077.912,55129.679,77787.072,88764.699,75204.347,63761.781,
6,22,,96354.66,135560.938,68582.347,82541.809,76648.087,83674.713,83941.895,61175.47,83260.572,83636.215,79893.931,66795.856,81628.327,81147.067,72875.474,133950.717,97623.286,69645.755,69269.982,78265.053,90344.869,78834.507,106227.711,66137.501,63422.389,65471.332,88133.804,69944.469,60261.336,70659.037,66843.851,61741.787,66344.004,72611.537,98790.321,52214.142,93658.398,72676.115,75174.648,58321.724,52992.555,78770.751,83850.195,72570.099,60274.457,
6,23,,86336.152,129646.111,59130.66,79894.657,74250.733,84967.543,80608.552,62127.492,82937.843,79719.459,83951.731,66340.948,84567.146,81295.507,77553.332,132877.08,95620.861,70338.758,66872.493,80712.588,89437.486,71032.564,105525.362,67175.489,67021.71,66583.614,89936.117,68999.939,60457.385,66044.365,66172.257,65864.053,66212.457,72897.227,102013.164,50716.258,91523.88,67549.643,70892.436,55593.038,54909.327,81105.703,84072.529,70289.198,54774.501,
6,24,,81385.326,121645.691,55247.232,79167.237,77249.339,85839.411,75171.137,75124.145,78930.69,79271.967,89048.643,63834.772,85941.647,80803.811,82087.571,131942.033,91509.774,74168.722,65137.713,80178.194,84976.934,60027.153,107976.661,64117.839,67340.298,68722.548,94086.221,65212.247,59315.956,60317.839,63619.811,68061.734,66353.92,69444.947,110207.229,50332.012,83396.181,62393.958,67870.989,55281.471,58917.129,76927.029,79406.363,66820.981,49214.856,
6,25,,85109.281,123526.704,48711.619,74935.183,78538.216,94128.358,72227.722,88827.267,77269.754,78570.253,91552.041,70454.601,81581.044,73126.455,82468.392,130513.492,87279.342,78251.382,64847.05,77122.128,81142.19,54965.799,107707.152,62307.962,63784.219,69106.52,93864.166,65224.621,60682.809,53972.927,62130.334,70057.378,67644.549,61778.832,115167.636,55496.775,79342.354,60794.955,62168.952,57301.436,62042.751,75273.793,78942.449,66594.709,49182.424,
6,26,,79428.164,122552.594,55075.156,70535.715,81592.845,88837.375,70141.38,88546.534,78120.135,81627.284,91181.275,70908.605,80423.338,70497.223,78823.432,131434.599,87764.953,74985.747,63693.282,73415.466,79565.466,50917.832,105726.575,62732.059,64577.794,75291.877,93710.379,66323.393,60091.773,52780.241,58444.101,71104.282,64644.938,58369.338,117589.371,58436.579,79473.072,61930.789,64113.151,59875.624,70571.796,75996.271,83092.439,56804.791,49868.46,
6,27,,77093.758,119431.375,57641.303,65727.563,85474.327,82919.278,70622.017,94551.26,84897.547,80888.076,88865.092,66847.069,77554.187,69501.236,76908.496,132473.345,86668.288,77818.72,64317.909,69696.738,81182.73,45370.948,104163.569,63593.395,62400.398,76523.274,93303.979,64946.302,60816.69,57800.74,56585.177,67675.53,57488.846,57840.711,116496.863,60270.05,80949.046,62201.43,66294.879,57364.581,70184.14,75312.825,85591.77,52770.542,50561.491,
6,28,,82491.069,120238.834,57520.158,61291.169,86322.368,81152.394,68962.092,87931.05,86200.127,78482.903,83409.128,67134.872,71546.205,73699.108,75736.722,126475.22,89986.302,79478.066,62350.157,63749.16,80676.663,43346.99,100319.471,60941.907,57535.624,77077.666,85923.828,65475.934,63768.379,61211.77,57528.29,61324.319,49600.259,55523.141,108569.306,62972.941,80072.781,61842.464,64135.255,55938.989,70731.554,77053.2,84686.13,52256.574,49469.633,
6,29,,77891.819,117404.406,62540.049,67535.995,87860.277,77937.018,65119.965,81337.849,94812.361,74273.995,77916.522,70134.163,66960.533,77519.253,75410.677,121354.025,92870.419,78810.653,57391.488,61897.679,84564.49,43836.998,95748.391,61011.329,53468.247,78080.605,81111.968,68741.305,65632.522,61244.038,61607.44,53187.76,41598.309,56485.755,96462.205,67286.781,84586.193,59525.677,60840.804,50149.315,71952.032,78111.749,87309.639,55067.365,49429.379,
6,30,,70559.134,112462.245,63851.7,68068.455,83410.426,75967.977,64509.501,81778.205,105244.6,71179.004,73493.563,64363.944,66938.717,80966.044,69119.197,117578.868,91302.217,77265.372,52709.45,59753.887,88477.682,44887.259,93321.453,60684.654,51570.111,78268.344,81426.072,68741.755,64734.224,59912.942,66967.739,52550.63,36910.784,59394.873,87471.122,70002.984,84325.901,56073.485,57031.301,46175.73,72240.421,76600.577,84992.661,53045.564,49541.367,
7,1,,47039.423,74974.83,61876.435,45378.97,81264.588,74824.262,43006.334,78674.774,70163.067,53399.588,57015.54,51489.874,51883.834,65057.407,56857.192,92538.249,72606.93,63032.679,41211.704,47447.965,73947.474,36481.575,73752.308,46720.2,38595.628,59461.125,63882.267,54988.604,51686.948,46254.135,58387.087,39618.831,26606.402,47130.918,66352.479,55115.533,66522.78,42391.605,43368.282,32970.058,54642.424,61588.035,65069.122,43418.674,40763.15,
7,2,,34346.66,55867.775,41250.957,40012.824,54176.392,49882.841,28717.856,52449.849,56018.415,39019.697,43455.967,40143.392,39091.142,49293.576,41697.033,64797.032,54293.895,46258.858,28110.745,36447.003,55666.223,27679.392,53380.004,33186.982,30522.156,44018.033,46599.337,42784.656,37831.108,31976.269,46737.64,28732.217,19448.102,34542.363,46606.513,41752.696,48675.045,29212.549,28966.789,24168.001,41995.834,47115.585,49892.832,34792.927,32120.6,
7,3,,22897.774,37245.184,33237.5,26675.216,37255.363,36014.949,19145.237,41329.459,37345.61,27505.085,28009.571,26738.272,26054.2,31859.603,24916.556,42612.263,34993.257,31105.305,17444.192,24212.517,38478.075,17980.154,34670.163,22806.747,20516.632,29528.429,32322.952,28880.548,23650.245,18884.506,32733.042,19420.862,13352.51,23180.928,30375.718,29018.075,32135.443,16677.348,18685.451,15157.986,28368.479,30090.71,32822.5,24377.145,23928.433,
7,4,,0,0,22158.334,0,24836.908,24009.966,0,27552.973,0,13250.826,14124.209,11732.645,12867.989,14705.295,8971.282,21243.422,16142.117,15313.537,7641.182,10814.316,19104.275,9988.637,16877.61,11909.691,10678.75,14776.798,17335.341,13803.004,9904.211,9188.079,17155.207,12546.733,7123.912,12585.492,16064.5,15903.855,14588.27,7953.677,7634.401,8265.53,12769.761,15467.439,14402.011,12069.679,16253.219,
7,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9177.87,
7,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9940.528,
7,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9844.337,
7,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9640.009,
7,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8987.356,
7,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7336.972,
7,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6780.319,
7,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6972.848,
7,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7648.691,
7,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7768.811,
7,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8101.624,
7,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8216.51,
7,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8231.157,
7,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7537.486,
7,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7867.11,
7,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8422.442,
7,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8867.637,
7,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9551.938,
7,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10208.747,
7,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9769.382,
7,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9123.078,
7,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9115.84,
7,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8733.693,
7,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8743.411,
7,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9279.184,
7,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10145.173,
7,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15103.235,
8,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17841.071,
8,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19639.289,
8,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20598.498,
8,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21316.951,
8,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17170.092,
8,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15387.94,
8,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14662.965,
8,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14576.276,
8,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14177.314,
8,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14218.743,
8,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14044.86,
8,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14050.975,
8,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14023.672,
8,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13974.363,
8,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13617.899,
8,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15092.308,
8,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14666.152,
8,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14679.729,
8,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16146.787,
8,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17713.667,
8,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16004.032,
8,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15728.053,
8,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16363.186,
8,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15364.268,
8,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14742.732,
8,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14962.983,
8,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17001.265,
8,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16704.118,
8,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16756.027,
8,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16859.909,
8,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17088.349,
9,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12911.281,
9,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9850.35,
9,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6865.63,
9,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3448.564,
9,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795.399,
9,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493.389,
9,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692.297,
9,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891.482,
9,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891.737,
9,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493.644,
9,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.73,
9,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.186,
9,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196.083,
9,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594.395,
9,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793.048,
9,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091.376,
9,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793.267,
9,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293.914,
9,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393.643,
9,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592.809,
9,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892.234,
9,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390.528,
9,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687.815,
9,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089.79,
9,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691.97,
9,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094.218,
9,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.848,
9,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094.745,
9,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692.497,
9,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290.539,
10,1,,12319.842,12937.99,0,14667.416,0,0,11494.129,0,2895.908,6022.382,10753.228,12245.387,5032.558,14500.834,9034.847,9511.92,12241.126,14353.441,16129.148,11557.396,10271.094,3400.026,7154.891,9811.971,7686.412,7731.568,8500.042,9206.379,8199.206,5908.867,7468.224,8477.644,12997.293,13119.226,10888.584,13224.757,14124.432,7252.656,11862.812,11316.847,8356.857,8572.947,15643.242,6044.32,13109.36,
10,2,,18479.763,19406.984,12133.945,22001.124,16615.57,14133.143,17241.194,10823.405,12534.057,12522.021,18517.803,25159.215,11245.625,25680.26,16976.142,18639.092,21728.472,24048.511,25611.285,23671.955,18948.492,7125.284,17039.173,19601.803,14920.507,14537.805,15664.371,19584.749,15528.337,9880.169,20127.534,13646.92,22268.709,23679.519,28587.189,29567.78,29706.773,16333.744,25352.387,21382.591,15553.517,18584.387,25459.31,16472.089,25166.99,
10,3,,27488.76,22691.496,18200.918,35732.965,24923.356,21199.714,28669.832,16235.107,22275.131,17536.975,24718.78,39181.939,21226.252,35708.604,27444.013,26026.848,30714.486,30829.678,31741.873,37788.247,25734.789,11610.737,24934.292,28957.66,19303.762,20656.659,24879.867,27920.509,24431.106,15770.587,33468.413,20563.192,32753.039,34369.554,50276.803,39062.307,42126.885,25454.998,34917.778,31415.949,22051.089,30467.949,39070.946,27755.281,36832.011,
10,4,,41233.14,34037.245,31794.092,53599.447,29926.479,32192.094,43004.748,22601.816,36043.007,23020.818,32018.78,51819.863,32163.902,47808.643,37345.664,39852.041,40799.413,42457.928,43870.538,46752.15,31787.948,17438.344,31589.729,34440.282,24239.591,25268.321,36006.555,40238.654,32787.791,23224.602,50256.759,29972.05,43897.824,43730.633,60870.976,51217.791,56245.029,32168.79,42022.348,42945.588,26740.811,43351.162,51692.652,41728.248,47065.711,
